::1||1490379103|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490379104|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490379104|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490379124|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490379124|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490379129|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490379129|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490379172|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490379172|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490379176|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490379176|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490383178|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490383178|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490383347|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490383347|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490384665|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490384665|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490384727|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490384727|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490628445|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490628445|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490636572|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490636572|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490636576|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490636576|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490636579|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490636579|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/contact.html|1490640281|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/contact.html|1490640281|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/contact.html|1490640329|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/contact.html|1490640329|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490640631|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490640631|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/disclaimer.html|1490640655|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/disclaimer.html|1490640655|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/disclaimer.html|1490640867|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/disclaimer.html|1490640867|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/contact.html|1490645326|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/contact.html|1490645326|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490645523|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490645523|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php|1490645525|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php|1490645525|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490645581|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490645581|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490647091|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490647091|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490647587|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490647587|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490648066|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1||1490648066|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490648619|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490648619|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490649256|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490649256|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490650016|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490650016|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490650107|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490650107|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490650319|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490650319|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490650364|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490650364|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490652730|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490652730|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490656248|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/|1490656248|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/disclaimer.html|1490656296|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/party_Shakers/Party_Shakers/empSite/disclaimer.html|1490656296|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/party_Shakers/Party_Shakers/empSite/empSite.php
::1|http://localhost/Party_Shakers/Party_Shakers/empSite/|1490657165|Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:48.0) Gecko/20100101 Firefox/48.0||http://localhost/Party_Shakers/Party_Shakers/empSite/empSite.php
